X,CH1,CH2,Start,Increment
Sequence,Ampere,Millimeter,-1.000000e-02,2.000000e-05
0,-0.781,0.625
1,-1.562,0.312
2,-0.781,0.625
3,-0.781,0.312
4,-3.125,0.312
5,-1.562,0.312
6,-0.781,0.312
7,-0.781,0.312
8,-1.562,0.625
9,-0.781,0.312
10,-1.562,0.312
11,-0.781,0.312
12,-1.562,0.312
13,-1.562,0.312
14,-1.562,0.312
15,-0.781,0.312
16,-0.000,0.000
17,-0.781,0.000
18,-0.781,0.312
19,-0.000,0.312
20,-0.781,0.625
21,-1.562,0.000
22,-1.562,0.312
23,1.562,0.312
24,-1.562,0.312
25,-0.781,0.625
26,-0.781,0.625
27,-1.562,0.312
28,-0.781,0.312
29,0.781,0.312
30,-0.000,0.625
31,0.781,0.000
32,-0.781,0.312
33,-1.562,0.625
34,0.781,0.312
35,-0.781,0.625
36,-0.000,0.312
37,-1.562,0.312
38,-1.562,0.312
39,-0.781,0.312
40,-0.781,0.312
41,-0.000,0.312
42,0.000,0.625
43,0.000,0.625
44,-0.781,0.625
45,-0.000,0.312
46,-0.000,0.312
47,0.781,0.312
48,0.000,0.625
49,0.781,0.312
50,0.781,0.312
51,0.781,0.312
52,-0.000,0.312
53,0.781,0.625
54,0.781,0.312
55,0.000,0.625
56,0.000,0.312
57,-0.781,0.312
58,1.562,0.312
59,0.781,0.625
60,1.562,0.312
61,0.000,0.000
62,0.000,0.312
63,2.344,0.312
64,0.781,0.312
65,0.000,0.312
66,0.000,0.312
67,0.781,0.000
68,-0.000,0.312
69,0.781,0.312
70,1.562,0.312
71,0.781,0.000
72,1.562,0.312
73,0.781,0.312
74,0.000,0.312
75,0.781,0.312
76,0.000,0.625
77,-0.781,0.625
78,1.562,-0.000
79,0.000,0.312
80,1.562,0.312
81,0.000,0.625
82,0.000,0.312
83,-0.000,0.000
84,1.562,0.312
85,0.781,0.312
86,1.562,0.312
87,1.562,0.625
88,-0.781,0.312
89,-0.781,0.312
90,0.000,0.312
91,0.781,0.312
92,-1.562,0.312
93,0.781,0.625
94,-0.781,0.312
95,-0.000,0.312
96,0.000,0.312
97,0.000,0.312
98,0.000,0.000
99,0.781,0.625
100,0.781,0.312
101,0.781,0.312
102,1.562,0.312
103,0.781,0.312
104,-0.000,0.312
105,-0.000,0.000
106,0.781,0.000
107,0.781,0.312
108,0.000,0.312
109,0.000,0.312
110,-0.781,0.312
111,-0.000,0.312
112,-0.000,0.625
113,-0.781,0.000
114,-0.781,0.000
115,-0.781,0.312
116,-0.000,0.312
117,-0.781,0.312
118,0.000,0.312
119,-1.562,0.312
120,-0.781,0.312
121,-1.562,0.000
122,-0.000,0.312
123,-0.000,0.000
124,0.781,0.312
125,-0.781,0.312
126,-1.562,-0.000
127,-0.000,0.625
128,-0.781,0.312
129,-1.562,0.000
130,-0.000,0.312
131,-0.000,-0.000
132,0.000,0.312
133,-1.562,0.625
134,-0.781,0.312
135,0.000,0.312
136,-0.781,0.625
137,-1.562,0.312
138,-0.781,0.312
139,-1.562,0.312
140,-3.125,0.000
141,-0.781,0.000
142,-1.562,0.312
143,-0.000,0.312
144,-1.562,0.312
145,-1.562,0.312
146,-0.781,0.312
147,-1.562,0.000
148,-1.562,0.312
149,-0.781,0.312
150,-0.781,0.000
151,-1.562,0.312
152,-0.781,0.312
153,-3.125,0.312
154,-1.562,0.312
155,-0.781,-0.000
156,-0.781,0.312
157,-2.344,0.000
158,-0.781,0.312
159,-2.344,0.312
160,-1.562,0.312
161,-0.781,0.312
162,-1.562,0.000
163,-2.344,0.312
164,-1.562,0.312
165,-1.562,0.312
166,-2.344,0.312
167,-1.562,0.312
168,-0.781,0.000
169,-1.562,0.312
170,-2.344,0.312
171,-1.562,0.625
172,-1.562,0.312
173,-0.781,0.312
174,-1.562,0.000
175,-0.781,0.312
176,-0.781,0.312
177,-0.781,0.312
178,-2.344,0.312
179,-0.000,0.000
180,-1.562,0.312
181,-0.781,0.312
182,-2.344,0.312
183,-2.344,0.000
184,-2.344,0.000
185,-2.344,0.312
186,-1.562,0.312
187,-0.781,0.312
188,-1.562,0.312
189,-1.562,-0.000
190,-0.781,0.312
191,-2.344,0.000
192,-0.781,-0.000
193,-0.000,0.312
194,-0.000,0.312
195,0.781,0.000
196,-1.562,0.000
197,-1.562,0.625
198,-0.781,0.000
199,-1.562,0.312
200,-0.000,0.312
201,-0.781,0.312
202,-0.781,0.312
203,-0.781,0.312
204,0.781,0.312
205,0.000,0.312
206,-0.781,0.000
207,0.000,0.625
208,0.000,0.312
209,-0.000,0.312
210,-0.000,-0.000
211,-0.000,0.312
212,-0.000,0.000
213,0.781,0.312
214,0.000,0.312
215,-0.781,0.000
216,0.781,0.625
