X,CH1,CH2,Start,Increment
Sequence,Ampere,Millimeter,-5.000000e-03,2.000000e-05
0,100.781,42.500
1,100.781,42.812
2,102.344,42.500
3,100.781,42.812
4,101.562,42.500
5,102.344,42.500
6,101.562,42.500
7,100.781,42.500
8,101.562,42.812
9,101.562,42.500
10,102.344,42.812
11,101.562,42.500
12,100.781,42.812
13,101.562,42.500
14,101.562,42.500
15,101.562,42.500
16,101.562,42.812
17,101.562,42.812
18,102.344,42.500
19,102.344,42.500
20,102.344,42.500
21,103.125,42.500
22,101.562,42.500
23,101.562,42.500
24,101.562,42.500
25,101.562,42.500
26,103.125,42.812
27,102.344,42.500
28,101.562,42.500
29,102.344,42.500
30,103.125,42.500
31,103.125,42.188
32,102.344,42.812
33,102.344,42.500
34,103.125,42.500
35,101.562,42.812
36,102.344,42.500
37,102.344,42.500
38,103.125,42.500
39,103.906,42.500
40,101.562,42.500
41,103.125,42.500
42,102.344,42.500
43,103.125,42.500
44,103.125,42.812
45,102.344,42.500
46,103.125,42.500
47,103.125,42.500
48,102.344,42.500
49,102.344,42.812
50,102.344,42.812
51,102.344,42.500
52,103.125,42.500
53,103.125,42.500
54,103.125,42.500
55,102.344,42.500
56,103.125,42.812
57,102.344,42.500
58,103.125,42.500
59,103.125,42.500
60,102.344,42.500
61,103.125,42.500
62,102.344,42.500
63,103.125,42.812
64,102.344,42.812
65,102.344,42.500
66,103.125,42.812
67,103.125,42.812
68,102.344,42.500
69,102.344,42.500
70,103.125,42.500
71,103.125,42.500
72,103.125,42.812
73,101.562,42.500
74,102.344,42.812
75,101.562,42.500
76,101.562,42.500
77,103.125,42.500
78,102.344,42.500
79,102.344,42.500
80,101.562,42.812
81,101.562,42.500
82,103.125,42.500
83,102.344,42.500
84,102.344,42.500
85,102.344,42.500
86,101.562,42.812
87,102.344,42.500
88,101.562,42.500
89,101.562,42.500
90,101.562,42.812
91,101.562,42.500
92,101.562,42.500
93,101.562,42.500
94,101.562,42.500
95,102.344,42.812
96,101.562,42.500
